"date","location","deaths","injuries","description","date_string","day_of_week","month","year","state"
"2009-05-18","Cambridge, Massachusetts","1","0","<span id='cosby'></span>20-year-old Jabrai Copney, 23-year-old Jason Aquino, and 19-year-old Blayn Jiggetts, of New York City, invited 21-year-old Justin Cosby, of Cambridge, into a <a href='https://en.wikipedia.org/wiki/Harvard_College' title='Harvard College'>Harvard College</a> dormitory. After trying to rob him of a pound of marijuana, they shot him. Copney turned himself in four days later. Copney was convicted of murder. His partners pleaded guilty to armed robbery and manslaughter. His girlfriend, 21-year-old Brittany Smith, pleaded guilty to <a href='https://en.wikipedia.org/wiki/Accessory_(legal_term)#United_States' title='Accessory (legal term)'>accessory after the fact</a>, firearm possession, and misleading a grand jury.<sup id='cite_ref-380' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-380'>[380]</a></sup>","May 18, 2009","Monday","May","2009","Massachusetts"
"2009-05-18","Larose, Louisiana","1","0","15-year-old Larose-Cut Off Middle School student, Justin Doucet, carried his backpack to a restroom, where he put on camouflage clothes and took out a semi-automatic handgun before storming into a nearby classroom. He attempted to shoot a teacher, Jessica Plaisance, but the gun did not fire. He returned to the restroom and shot himself in the head, dying a week later of his wounds.<sup id='cite_ref-381' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-381'>[381]</a></sup><sup id='cite_ref-382' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-382'>[382]</a></sup>","May 18, 2009","Monday","May","2009","Louisiana"
"2009-06-16","San Francisco, California","0","3","After students were being let out of International Studies Academy on the first day of summer school classes, a man left a car and opened fire, wounding three people, including a 17-year-old female student. An 18-year-old man was arrested for being an accessory in the crime.<sup id='cite_ref-383' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-383'>[383]</a></sup>","June 16, 2009","Tuesday","June","2009","California"
"2009-09-03","San Bruno, California","0","1","A 20-year-old student was wounded in the parking lot of <a href='https://en.wikipedia.org/wiki/Skyline_College' title='Skyline College'>Skyline College</a> after an argument between him and other men. The college campus was placed on lockdown. Three <a href='https://en.wikipedia.org/wiki/San_Francisco' title='San Francisco'>San Francisco</a> residents, 18-year-old Germaine B. Benjamin, 20-year-old Dimaryea J. McGhee, and 18-year-old Jacori W. Bender, were each arrested and charged with felony firearm offenses.<sup id='cite_ref-384' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-384'>[384]</a></sup>","September 3, 2009","Thursday","September","2009","California"
"2009-10-16","Conway, South Carolina","1","0","16-year-old student, Trevor Varinecz was killed by a school resource officer after allegedly stabbing the officer.<sup id='cite_ref-FOOTNOTECrews20165_217-3' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTECrews20165-217'>[217]</a></sup><sup id='cite_ref-FOOTNOTEFinley2014334_385-0' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014334-385'>[385]</a></sup>","October 16, 2009","Friday","October","2009","South Carolina"
"2010-02-05","Madison, Alabama","1","0","14-year-old student, Hammad Memon, killed 14-year-old Todd Brown at Discovery Middle School as classes were changing. The shooting was possibly related to gang activitiy. In May 2013, Memon pleaded guilty to the murder and was sentenced to thirty years of prison. After Memon is released from prison, he is likely to be deported to his native <a href='https://en.wikipedia.org/wiki/Pakistan' title='Pakistan'>Pakistan</a>.<sup id='cite_ref-386' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-386'>[386]</a></sup>","February 5, 2010","Friday","February","2010","Alabama"
"2010-02-12","Huntsville, Alabama","3","3","<a href='https://en.wikipedia.org/wiki/2010_University_of_Alabama_in_Huntsville_shooting' class='mw-redirect' title='2010 University of Alabama in Huntsville shooting'>2010 University of Alabama in Huntsville shooting</a>: 44-year-old biology professor, Amy Bishop, killed the chairman of the biology department, 52-year-old Gopi K. Podila, and biology professors, 50-year-old, Maria Ragland Davis and 52-year-old Adriel D. Johnson. She also wounded biology professors, Luis Rogelio Cruz-Vera and Joseph G. Leahy, and staff assistant, Stephanie Monticciolo.<sup id='cite_ref-FOOTNOTEFinley2014334_385-1' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014334-385'>[385]</a></sup>","February 12, 2010","Friday","February","2010","Alabama"
"2010-02-19","DeKalb, Illinois","0","1","Less than a week after <a href='https://en.wikipedia.org/wiki/Northern_Illinois_University' title='Northern Illinois University'>Northern Illinois University</a> solemnly marked the second anniversary of a mass shooting on campus that claimed the lives of five students, the DeKalb school was the scene of further gun violence. 24-year-old NIU student, Brian Mulder, refused entry to 22-year-old Zachary R. Isaacman, when he had tried to follow a female resident into the Stevenson Residence Hall North, where they were living, because he was not a resident. Moments later, while outside the dorm smoking with a friend, Mulder was shot by Isaacman, with a handgun in the leg above the knee. Isaacman tried to flee, but was caught by police within minutes.<sup id='cite_ref-387' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-387'>[387]</a></sup>","February 19, 2010","Friday","February","2010","Illinois"
"2010-02-23","Littleton, Colorado","0","2","At <a href='https://en.wikipedia.org/wiki/Deer_Creek_Middle_School' class='mw-redirect' title='Deer Creek Middle School'>Deer Creek Middle School</a>, 32-year-old Bruco Strong Eagle Eastwood opened fire from a rifle in a parking lot, and wounded two eighth-graders Reagan Webber and Matt Thieu, before being restrained by 57-year-old Math teacher, David Benke, and held until his arrest. The boy's wounds were critical for the four days following the shooting.<sup id='cite_ref-388' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-388'>[388]</a></sup> In October 2011, Eastwood was found not guilty by reason of insanity.<sup id='cite_ref-389' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-389'>[389]</a></sup><sup id='cite_ref-FOOTNOTEFinley2014334_385-2' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014334-385'>[385]</a></sup>","February 23, 2010","Tuesday","February","2010","Colorado"
"2010-03-09","Columbus, Ohio","1","1","51-year-old <a href='https://en.wikipedia.org/wiki/Ohio_State_University' title='Ohio State University'>Ohio State University</a> custodian, Nathaniel Brown, killed a co-worker and wounded another.<sup id='cite_ref-FOOTNOTEFinley2014334_385-3' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-FOOTNOTEFinley2014334-385'>[385]</a></sup>","March 9, 2010","Tuesday","March","2010","Ohio"
"2010-09-08","Detroit, Michigan","0","2","Two students were wounded in front of <a href='https://en.wikipedia.org/wiki/Mumford_High_School' title='Mumford High School'>Mumford High School</a> by 17-year-old Steven Jamal Hare. He was tried as an adult and charged with assault with intent to kill. In 2012, Hare was sentenced to 27 years in prison.<sup id='cite_ref-390' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-390'>[390]</a></sup>","September 8, 2010","Wednesday","September","2010","Michigan"
"2010-09-28","Austin, Texas","1","1","A 19-year-old sophomore student Colton Tooley, wielding an AK-47 and wearing a ski mask, opened fire and then killed himself in a <a href='https://en.wikipedia.org/wiki/University_of_Texas' class='mw-redirect' title='University of Texas'>University of Texas</a> library<sup id='cite_ref-391' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-391'>[391]</a></sup>","September 28, 2010","Tuesday","September","2010","Texas"
"2010-10-01","Salinas, California","1","0","15-year-old student Jose Daniel Cisneros was killed after being shot several times on an athletic field at <a href='https://en.wikipedia.org/wiki/Alisal_High_School' title='Alisal High School'>Alisal High School</a> while walking to school. Police said that the shooting was gang-related.<sup id='cite_ref-392' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-392'>[392]</a></sup>","October 1, 2010","Friday","October","2010","California"
"2010-10-08","Carlsbad, California","0","2","41-year-old Brendan O'Rourke climbed over a fence and opened fire with a handgun in a playground of Kelly Elementary School, which had 230 students; two second-grade female students were grazed in the arms before O'Rourke was subdued by a construction worker. He was found guilty of seven counts of attempted murder and was sentenced to 189 years to life in prison.<sup id='cite_ref-393' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-393'>[393]</a></sup>","October 8, 2010","Friday","October","2010","California"
"2010-11-29","Marinette, Wisconsin","1","0","15-year-old Samuel Hengel, took 23 students and a teacher hostage inside a classroom of Marinette High School for five hours. He had stormed into the class, firing with a handgun at a movie projector. Police persuaded Hengel to release the hostages. After officers entered the building, Hengel shot himself in the head. He died the next day.<sup id='cite_ref-394' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-394'>[394]</a></sup>","November 29, 2010","Monday","November","2010","Wisconsin"
"2010-12-06","Aurora, Colorado","0","1","In a gang-related attack outside <a href='https://en.wikipedia.org/wiki/Aurora_Central_High_School' title='Aurora Central High School'>Aurora Central High School</a>, a 17-year-old girl was paralysed. She was one of a group of students outside the school. 20-year-old Luis Enrique Guzman-Rincon, had fired shots from a car trying to hit gang rivals. Guzman-Ricon was sentenced to thirty-five years in prison.<sup id='cite_ref-395' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-395'>[395]</a></sup>","December 6, 2010","Monday","December","2010","Colorado"
"2011-01-05","Omaha, Nebraska","2","2","At <a href='https://en.wikipedia.org/wiki/Millard_South_High_School' title='Millard South High School'>Millard South High School</a>, 18-year-old student, Robert Butler Jr., killed assistant principal Dr. Vicki Kaspar and wounded principal Curtis Case before opening fire at police in the front office area, causing the school nurse to be wounded by gunshot debris. Butler then drove to a parking lot and shot himself as police cornered him.<sup id='cite_ref-396' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-396'>[396]</a></sup>","January 5, 2011","Wednesday","January","2011","Nebraska"
"2011-03-25","Martinsville, Indiana","0","1","Michael Phelps, a 15-year-old suspended student, returned to Martinsville West Middle School with a handgun. In the entrance of the school, Phelps shot 15-year-old Chance Jackson twice in the abdomen, critically wounding him. Phelps fled the school and dropped the handgun; he was arrested shortly after. Jackson had to undergo surgery three times to save his life; he suffers from <a href='https://en.wikipedia.org/wiki/Post-traumatic_stress_disorder' class='mw-redirect' title='Post-traumatic stress disorder'>post-traumatic stress disorder</a>. Phelps was convicted of attempted murder in August 2011, and was sentenced to thirty years in prison and five years of probation.<sup id='cite_ref-397' class='reference'><a href='https://en.wikipedia.org/wiki/List_of_school_shootings_in_the_United_States#cite_note-397'>[397]</a></sup>","March 25, 2011","Friday","March","2011","Indiana"
